Version,File Name,Method Name,LOC,CognitiveComplexity,CyclomaticComplexity,CodeSmells,NestingDepth,ParameterCount,ChurnTotal,AvgAdded,MaxAdded,AvgDeleted,MaxDeleted,AvgChurn,MaxChurn,ElseAdded,ElseDeleted,CondChanges,DecisionPoints,Histories,Authors,Buggy
1.0.3,OrExpression.java,void acceptVisit(ExpressionVisitor),6,0,1,2,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,OrExpression.java,"boolean eval(Object, Object, StoreContext, Object[])",5,0,1,2,0,4,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,OrExpression.java,"boolean eval(Collection, StoreContext, Object[])",5,0,1,2,0,3,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,AbstractJDBCListener.java,void beforeCreateStatement(JDBCEvent),3,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,AbstractJDBCListener.java,void afterRollback(JDBCEvent),3,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,AbstractJDBCListener.java,void eventOccurred(JDBCEvent),2,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,AbstractJDBCListener.java,void afterCreateStatement(JDBCEvent),3,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,AbstractJDBCListener.java,void afterCommit(JDBCEvent),3,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,AbstractJDBCListener.java,void beforeExecuteStatement(JDBCEvent),3,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,AbstractJDBCListener.java,void beforePrepareStatement(JDBCEvent),3,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,AbstractJDBCListener.java,void afterExecuteStatement(JDBCEvent),3,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,AbstractJDBCListener.java,void afterReturn(JDBCEvent),3,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,AbstractJDBCListener.java,void beforeClose(JDBCEvent),3,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,AbstractJDBCListener.java,void beforeCommit(JDBCEvent),3,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,AbstractJDBCListener.java,void beforeRollback(JDBCEvent),3,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,AbstractJDBCListener.java,void afterConnect(JDBCEvent),3,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,AbstractJDBCListener.java,void afterPrepareStatement(JDBCEvent),3,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,AbstractJDBCListener.java,void beforeReturn(JDBCEvent),3,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,InValueExpression.java,"Collection getCollection(ExpContext, ExpState)",4,0,1,0,0,2,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,MetaDataPlusMappingFactory.java,"void load(Class, int, ClassLoader)",6,2,3,0,1,3,0,0.00,0,0.00,0,0.00,0,0,0,0,2,0,0,No
1.0.3,MetaDataPlusMappingFactory.java,void setStoreDirectory(File),4,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,MetaDataPlusMappingFactory.java,MetaDataFactory getMappingDelegate(),3,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,MetaDataPlusMappingFactory.java,"boolean store(ClassMetaData[], QueryMetaData[], SequenceMetaData[], int, Map)",11,2,3,0,1,5,0,0.00,0,0.00,0,0.00,0,0,0,0,2,0,0,No
1.0.3,MetaDataPlusMappingFactory.java,MetaDataFactory getInnermostMappingDelegate(),5,1,2,0,1,0,0,0.00,0,0.00,0,0.00,0,0,0,0,1,0,0,No
1.0.3,MetaDataPlusMappingFactory.java,"boolean drop(Class[], int, ClassLoader)",8,2,3,0,1,3,0,0.00,0,0.00,0,0.00,0,0,0,0,2,0,0,No
1.0.3,MetaDataPlusMappingFactory.java,void addClassExtensionKeys(Collection),4,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,MetaDataPlusMappingFactory.java,void setStrict(boolean),3,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,MetaDataPlusMappingFactory.java,void setStoreMode(int),4,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,MetaDataPlusMappingFactory.java,"Set getPersistentTypeNames(boolean, ClassLoader)",7,1,2,0,1,2,0,0.00,0,0.00,0,0.00,0,0,0,0,1,0,0,No
1.0.3,MetaDataPlusMappingFactory.java,void addFieldExtensionKeys(Collection),4,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,MetaDataPlusMappingFactory.java,void setRepository(MetaDataRepository),4,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,MetaDataPlusMappingFactory.java,void clear(),4,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,ENonTransState.java,boolean isPersistent(),3,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,ENonTransState.java,PCState delete(StateManagerImpl),4,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,ENonTransState.java,PCState transactional(StateManagerImpl),6,1,2,0,1,1,0,0.00,0,0.00,0,0.00,0,0,0,0,1,0,0,No
1.0.3,ENonTransState.java,"PCState beforeRead(StateManagerImpl, int)",3,0,1,0,0,2,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,ENonTransState.java,PCState evict(StateManagerImpl),3,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,ENonTransState.java,void initialize(StateManagerImpl),7,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,ENonTransState.java,PCState release(StateManagerImpl),3,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,ENonTransState.java,"PCState beforeOptimisticWrite(StateManagerImpl, int, boolean)",4,0,1,0,0,3,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,ENonTransState.java,"PCState beforeWrite(StateManagerImpl, int, boolean)",3,0,1,0,0,3,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,LRSCollectionFieldStrategy.java,FieldMapping getFieldMapping(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,LRSCollectionFieldStrategy.java,ForeignKey getJoinForeignKey(ClassMapping),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,LRSCollectionFieldStrategy.java,"void selectElement(Select, ClassMapping, JDBCStore, JDBCFetchConfiguration, int, Joins)",3,0,1,0,0,6,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,LRSCollectionFieldStrategy.java,"Joins joinElementRelation(Joins, ClassMapping)",1,0,1,0,0,2,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,LRSCollectionFieldStrategy.java,ClassMapping[] getIndependentElementMappings(boolean),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,LRSCollectionFieldStrategy.java,"Object loadElement(OpenJPAStateManager, JDBCStore, JDBCFetchConfiguration, Result, Joins)",3,0,1,0,0,5,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,LRSCollectionFieldStrategy.java,Column[] getElementColumns(ClassMapping),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,AnnotationPersistenceXMLMetaDataParser.java,void parse(FieldMetaData),13,1,2,1,1,1,45,2.00,2,5.50,8,7.50,10,0,0,0,1,6,1,Yes
1.0.3,AnnotationPersistenceXMLMetaDataParser.java,MetaDataRepository getRepository(),12,5,6,1,2,0,0,0.00,0,0.00,0,0.00,0,0,0,0,5,0,0,No
1.0.3,AnnotationPersistenceXMLMetaDataParser.java,"void parseXmlRootElement(Class, XMLMetaData)",18,1,2,1,1,2,0,0.00,0,0.00,0,0.00,0,0,0,0,1,0,0,No
1.0.3,AnnotationPersistenceXMLMetaDataParser.java,XMLMetaData parseXMLClassAnnotations(),15,1,2,1,1,0,66,2.33,5,1.33,2,3.67,7,0,0,0,1,18,4,Yes
1.0.3,AnnotationPersistenceXMLMetaDataParser.java,"void populateFromReflection(Class, XMLMetaData)",68,27,28,1,4,2,88,1.86,3,1.29,2,3.14,5,0,0,24,27,28,6,Yes
1.0.3,AnnotationPersistenceXMLMetaDataParser.java,OpenJPAConfiguration getConfiguration(),3,0,1,1,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,AnnotationPersistenceXMLMetaDataParser.java,XMLMetaData getXMLMetaData(),10,1,2,1,1,0,0,0.00,0,0.00,0,0.00,0,0,0,0,1,0,0,No
1.0.3,AnnotationPersistenceXMLMetaDataParser.java,Log getLog(),3,0,1,1,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,AnnotationPersistenceXMLMetaDataParser.java,void setRepository(MetaDataRepository),3,0,1,1,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,AnnotationPersistenceXMLMetaDataParser.java,void clear(),4,0,1,1,0,0,6,0.00,0,2.00,2,2.00,2,0,0,0,0,3,1,Yes
1.0.3,NoneLogFactory.java,void fatal(Object),2,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,NoneLogFactory.java,boolean isTraceEnabled(),3,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,NoneLogFactory.java,NoneLog getInstance(),3,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,NoneLogFactory.java,void info(Object),2,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,NoneLogFactory.java,boolean isErrorEnabled(),3,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,NoneLogFactory.java,void error(Object),2,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,NoneLogFactory.java,boolean isWarnEnabled(),3,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,NoneLogFactory.java,"void error(Object, Throwable)",2,0,1,0,0,2,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,NoneLogFactory.java,boolean isInfoEnabled(),3,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,NoneLogFactory.java,boolean isFatalEnabled(),3,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,NoneLogFactory.java,"void info(Object, Throwable)",2,0,1,0,0,2,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,NoneLogFactory.java,void warn(Object),2,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,NoneLogFactory.java,void trace(Object),2,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,NoneLogFactory.java,"void fatal(Object, Throwable)",2,0,1,0,0,2,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,NoneLogFactory.java,"void warn(Object, Throwable)",2,0,1,0,0,2,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,NoneLogFactory.java,Log getLog(String),3,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,NoneLogFactory.java,"void trace(Object, Throwable)",2,0,1,0,0,2,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,Configuration.java,"void modifyDynamic(String, Object)",1,0,1,0,0,2,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,Configuration.java,void setLogFactory(LogFactory),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,Configuration.java,boolean removeValue(Value),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,Configuration.java,Object clone(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,Configuration.java,void setLog(String),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,Configuration.java,Map toProperties(boolean),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,Configuration.java,String getId(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,Configuration.java,void setReadOnly(boolean),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,Configuration.java,void setProductName(String),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,Configuration.java,void fromProperties(Map),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,Configuration.java,LogFactory getLogFactory(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,Configuration.java,void close(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,Configuration.java,String getLog(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,Configuration.java,Log getConfigurationLog(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,Configuration.java,void setId(String),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,Configuration.java,Value addValue(Value),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,Configuration.java,boolean isReadOnly(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,Configuration.java,void addPropertyChangeListener(PropertyChangeListener),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,Configuration.java,void removePropertyChangeListener(PropertyChangeListener),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,Configuration.java,void instantiateAll(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,Configuration.java,Value getValue(String),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,Configuration.java,Value[] getValues(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,Configuration.java,boolean isDynamic(String),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,Configuration.java,String getProductName(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,Configuration.java,Log getLog(String),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,Configuration.java,Value[] getDynamicValues(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,int getDetachState(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,Collection getUpdatedTypes(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,void setOrderDirtyObjects(boolean),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,boolean isTrackChangesByType(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,"void nontransactionalAll(Collection, OpCallbacks)",1,0,1,0,0,2,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,DelegatingStoreManager getStoreManager(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,boolean isManaged(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,ClassLoader getClassLoader(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,boolean hasConnection(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,"void retrieve(Object, boolean, OpCallbacks)",1,0,1,0,0,3,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,"Object findCached(Object, FindCallbacks)",1,0,1,0,0,2,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,OpenJPAStateManager getStateManager(Object),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,"void transactional(Object, boolean, OpCallbacks)",2,0,1,0,0,3,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,boolean getPopulateDataCache(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,void setPopulateDataCache(boolean),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,Collection getDeletedTypes(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,Object getConnection(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,boolean isTransactional(Object),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,boolean isActive(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,Collection getPendingTransactionalObjects(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,boolean isPersistent(Object),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,void unlock(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,"void transactionalAll(Collection, boolean, OpCallbacks)",2,0,1,0,0,3,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,void setTrackChangesByType(boolean),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,Broker getBroker(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,"Object find(Object, FetchConfiguration, BitSet, Object, int)",2,0,1,0,0,5,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,Class getObjectIdType(Class),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,boolean isDeleted(Object),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,"Object newObjectId(Class, Object)",1,0,1,0,0,2,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,Collection getDirtyObjects(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,OpenJPAConfiguration getConfiguration(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,Object getVersion(Object),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,boolean isNew(Object),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,FetchConfiguration getFetchConfiguration(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,void beginStore(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,boolean isDirty(Object),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,"void nontransactional(Object, OpCallbacks)",1,0,1,0,0,2,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,void setDetachState(int),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,String getConnectionPassword(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,void lock(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,"Object[] findAll(Collection, boolean, FindCallbacks)",2,0,1,0,0,3,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,boolean isStoreActive(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,"OpenJPAStateManager embed(Object, Object, OpenJPAStateManager, ValueMetaData)",2,0,1,0,0,4,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,"void retrieveAll(Collection, boolean, OpCallbacks)",1,0,1,0,0,3,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,LockManager getLockManager(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,"Iterator extentIterator(Class, boolean, FetchConfiguration, boolean)",2,0,1,0,0,4,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,Object getObjectId(Object),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,boolean getOrderDirtyObjects(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,Collection getPersistedTypes(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,Collection getTransactionalObjects(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,"Object find(Object, boolean, FindCallbacks)",1,0,1,0,0,3,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,int getLockLevel(Object),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,String getConnectionUserName(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,"Object[] findAll(Collection, FetchConfiguration, BitSet, Object, int)",2,0,1,0,0,5,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,StoreContext.java,Collection getManagedObjects(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,RemoteCommitEvent.java,int getPayloadType(),3,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,RemoteCommitEvent.java,Collection getDeletedObjectIds(),5,1,2,0,1,0,0,0.00,0,0.00,0,0.00,0,0,0,0,1,0,0,No
1.0.3,RemoteCommitEvent.java,Collection getUpdatedTypeNames(),5,1,2,0,1,0,0,0.00,0,0.00,0,0.00,0,0,0,0,1,0,0,No
1.0.3,RemoteCommitEvent.java,Collection getDeletedTypeNames(),5,1,2,0,1,0,0,0.00,0,0.00,0,0.00,0,0,0,0,1,0,0,No
1.0.3,RemoteCommitEvent.java,void readExternal(ObjectInput),13,1,2,0,1,1,0,0.00,0,0.00,0,0.00,0,0,0,0,1,0,0,No
1.0.3,RemoteCommitEvent.java,Collection getUpdatedObjectIds(),5,1,2,0,1,0,0,0.00,0,0.00,0,0.00,0,0,0,0,1,0,0,No
1.0.3,RemoteCommitEvent.java,Collection getPersistedObjectIds(),8,3,4,0,2,0,0,0.00,0,0.00,0,0.00,0,0,0,0,3,0,0,No
1.0.3,RemoteCommitEvent.java,Collection getPersistedTypeNames(),3,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,RemoteCommitEvent.java,void writeExternal(ObjectOutput),9,1,2,0,1,1,0,0.00,0,0.00,0,0.00,0,0,0,0,1,0,0,No
1.0.3,MultiClassLoader.java,URL findResource(String),19,7,8,7,2,1,14,1.33,2,1.00,1,2.33,3,0,0,0,7,6,2,Yes
1.0.3,MultiClassLoader.java,int hashCode(),3,0,1,7,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,MultiClassLoader.java,boolean equals(Object),7,2,3,7,1,1,0,0.00,0,0.00,0,0.00,0,0,0,0,2,0,0,No
1.0.3,MultiClassLoader.java,boolean containsClassLoader(ClassLoader),3,0,1,7,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,MultiClassLoader.java,"boolean addClassLoaders(int, MultiClassLoader)",14,4,5,7,2,2,0,0.00,0,0.00,0,0.00,0,0,0,0,4,0,0,No
1.0.3,MultiClassLoader.java,int size(),3,0,1,7,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,MultiClassLoader.java,Enumeration findResources(String),26,9,10,7,3,1,49,2.82,11,1.64,6,4.45,17,0,0,4,9,11,3,Yes
1.0.3,MultiClassLoader.java,boolean removeClassLoader(ClassLoader),3,0,1,7,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
1.0.3,MultiClassLoader.java,ClassLoader getClassLoader(int),7,1,2,7,1,1,7,1.33,2,1.00,1,2.33,3,0,0,0,1,3,2,Yes
1.0.3,MultiClassLoader.java,boolean addClassLoaders(MultiClassLoader),10,2,3,7,1,1,0,0.00,0,0.00,0,0.00,0,0,0,0,2,0,0,No
1.0.3,MultiClassLoader.java,Class findClass(String),14,3,4,7,2,1,7,1.33,2,1.00,1,2.33,3,0,0,0,3,3,2,Yes
1.0.3,MultiClassLoader.java,boolean isEmpty(),3,0,1,7,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
